epoch,step,train_loss,val_loss,val_mae
0,49,1.311025619506836,,
0,74,,0.33145952224731445,0.3846209645271301
1,99,1.0713834762573242,,
1,149,1.0723285675048828,,
1,149,,0.32940489053726196,0.3856621980667114
2,199,0.9979968667030334,,
2,224,,0.33124274015426636,0.3859812617301941
3,249,0.771838366985321,,
3,299,0.6017438173294067,,
3,299,,0.3343927264213562,0.3911142945289612
4,349,0.7195952534675598,,
4,374,,0.32734936475753784,0.3847794830799103
5,399,1.4150738716125488,,
5,449,0.9530776739120483,,
5,449,,0.3253124952316284,0.3881262540817261
6,499,0.5484154224395752,,
6,524,,0.32999852299690247,0.38691985607147217
7,549,0.8865962028503418,,
7,599,1.3694523572921753,,
7,599,,0.33186623454093933,0.38864970207214355
8,649,1.2031731605529785,,
8,674,,0.33657869696617126,0.3934825360774994
9,699,1.849908471107483,,
9,749,0.7080135345458984,,
9,749,,0.3494836688041687,0.4053528308868408
10,799,0.5372760891914368,,
10,824,,0.34643492102622986,0.40039804577827454
11,849,0.574834942817688,,
11,899,0.6068375110626221,,
11,899,,0.34343141317367554,0.40065717697143555
12,949,1.0806193351745605,,
12,974,,0.3511587679386139,0.4003768563270569
13,999,0.6749100089073181,,
13,1049,0.7331073880195618,,
13,1049,,0.3580904006958008,0.4067516624927521
14,1099,0.5843444466590881,,
14,1124,,0.35938751697540283,0.406318336725235
15,1149,1.0549368858337402,,
15,1199,0.6173233389854431,,
15,1199,,0.3650002181529999,0.41014838218688965
16,1249,0.602277398109436,,
16,1274,,0.38219591975212097,0.4234725832939148
17,1299,0.6058580279350281,,
17,1349,1.0675387382507324,,
17,1349,,0.37654826045036316,0.4186035692691803
18,1399,0.3579750657081604,,
18,1424,,0.38580480217933655,0.42513710260391235
19,1449,0.6655203700065613,,
19,1499,0.9099404811859131,,
19,1499,,0.3887322247028351,0.426130473613739
20,1549,0.3709293007850647,,
20,1574,,0.4071181118488312,0.4385789632797241
21,1599,0.3797401487827301,,
21,1649,0.4534711539745331,,
21,1649,,0.40672165155410767,0.4388664960861206
22,1699,0.3796902894973755,,
22,1724,,0.4074585437774658,0.43813759088516235
23,1749,0.84454745054245,,
23,1799,0.6546176075935364,,
23,1799,,0.4088921844959259,0.4385213851928711
24,1849,0.34322068095207214,,
24,1874,,0.43445461988449097,0.46158093214035034
25,1899,0.2899172008037567,,
25,1949,0.581946074962616,,
25,1949,,0.43526238203048706,0.46091359853744507
26,1999,0.5614444613456726,,
26,2024,,0.4423997700214386,0.46430113911628723
27,2049,0.16277633607387543,,
27,2099,0.35352060198783875,,
27,2099,,0.44203367829322815,0.46589669585227966
28,2149,0.5151301622390747,,
28,2174,,0.4512366056442261,0.471742182970047
29,2199,0.6971312165260315,,
29,2249,0.25970470905303955,,
29,2249,,0.45101818442344666,0.46952560544013977
30,2299,0.44624584913253784,,
30,2324,,0.46210095286369324,0.48032116889953613
31,2349,0.6000975966453552,,
31,2399,0.5502080321311951,,
31,2399,,0.4683627784252167,0.4846029281616211
32,2449,0.6223130226135254,,
32,2474,,0.4829215407371521,0.49684324860572815
33,2499,1.2149503231048584,,
33,2549,0.3607851266860962,,
33,2549,,0.4833851754665375,0.49474862217903137
34,2599,0.2674701511859894,,
34,2624,,0.4854852855205536,0.49624305963516235
35,2649,0.8661528825759888,,
35,2699,0.6440479755401611,,
35,2699,,0.4937889575958252,0.5046510696411133
36,2749,0.5206677317619324,,
36,2774,,0.4954375624656677,0.5051665306091309
37,2799,0.45112472772598267,,
37,2849,0.6506326198577881,,
37,2849,,0.49608200788497925,0.5060060620307922
38,2899,0.4420316219329834,,
38,2924,,0.49729618430137634,0.506401538848877
39,2949,0.5233650207519531,,
39,2999,0.4233413636684418,,
39,2999,,0.5000959038734436,0.5072993636131287
40,3049,0.6912224292755127,,
40,3074,,0.5020090341567993,0.5080129504203796
41,3099,0.3717620372772217,,
41,3149,0.7836289405822754,,
41,3149,,0.5067223310470581,0.5119518637657166
42,3199,0.8687792420387268,,
42,3224,,0.509023129940033,0.5138359665870667
43,3249,0.2640705704689026,,
43,3299,0.35589784383773804,,
43,3299,,0.5075845718383789,0.51279217004776
44,3349,0.3679520785808563,,
44,3374,,0.5095524191856384,0.5139425992965698
45,3399,0.19891643524169922,,
45,3449,0.4072686433792114,,
45,3449,,0.5071640014648438,0.5120577812194824
46,3499,0.4514734148979187,,
46,3524,,0.5120211839675903,0.5159023404121399
47,3549,0.5810819268226624,,
47,3599,0.31202232837677,,
47,3599,,0.5145667791366577,0.5174722671508789
48,3649,0.25334781408309937,,
48,3674,,0.5140644311904907,0.5168589353561401
49,3699,0.7343287467956543,,
49,3749,0.4566595256328583,,
49,3749,,0.5157330632209778,0.517714262008667
50,3799,0.4232078790664673,,
50,3824,,0.5161310434341431,0.5179834365844727
51,3849,0.2528492212295532,,
51,3899,0.5825375914573669,,
51,3899,,0.5151147842407227,0.5173462629318237
52,3949,0.3052412271499634,,
52,3974,,0.5151153802871704,0.5172181725502014
53,3999,0.7167553901672363,,
53,4049,0.6814371943473816,,
53,4049,,0.5141821503639221,0.5163204073905945
54,4099,0.2218574434518814,,
54,4124,,0.5149653553962708,0.5169099569320679
55,4149,0.31313779950141907,,
55,4199,1.0066466331481934,,
55,4199,,0.515280544757843,0.5170806050300598
56,4249,0.12934650480747223,,
56,4274,,0.5155823230743408,0.5173920392990112
57,4299,0.6181613802909851,,
57,4349,0.20190051198005676,,
57,4349,,0.5159890651702881,0.5176102519035339
58,4399,0.2617371082305908,,
58,4424,,0.5163448452949524,0.517875075340271
59,4449,0.3581760823726654,,
59,4499,0.544325590133667,,
59,4499,,0.5172492861747742,0.5184245705604553
60,4549,0.622730553150177,,
60,4574,,0.5174537897109985,0.5185567140579224
61,4599,0.37643197178840637,,
61,4649,0.44977572560310364,,
61,4649,,0.5178972482681274,0.5189188122749329
62,4699,0.23602235317230225,,
62,4724,,0.5179620981216431,0.5189845561981201
63,4749,0.915989339351654,,
63,4799,0.32662150263786316,,
63,4799,,0.5180363655090332,0.5190466046333313
64,4849,0.9098706245422363,,
64,4874,,0.5180836915969849,0.5190508961677551
65,4899,0.3402387499809265,,
65,4949,0.34047552943229675,,
65,4949,,0.5185530185699463,0.5193804502487183
66,4999,0.590813398361206,,
66,5024,,0.5184350609779358,0.5192518830299377
67,5049,0.3444630801677704,,
67,5099,0.4213964641094208,,
67,5099,,0.5184372067451477,0.5192292332649231
68,5149,0.6100378632545471,,
68,5174,,0.5183716416358948,0.5191638469696045
69,5199,0.4040164351463318,,
69,5249,0.30596378445625305,,
69,5249,,0.5184682011604309,0.5192562341690063
70,5299,0.6384644508361816,,
70,5324,,0.5183214545249939,0.5191541314125061
71,5349,0.6439030170440674,,
71,5399,0.1887212097644806,,
71,5399,,0.5183757543563843,0.5192075371742249
72,5449,0.6636143326759338,,
72,5474,,0.5183966159820557,0.5192317962646484
73,5499,0.41864827275276184,,
73,5549,0.4542253911495209,,
73,5549,,0.5184578895568848,0.519280195236206
74,5599,0.32281216979026794,,
74,5624,,0.5184748768806458,0.5192875266075134
75,5649,0.27202296257019043,,
75,5699,0.19386062026023865,,
75,5699,,0.5185614228248596,0.5193731784820557
76,5749,0.33347785472869873,,
76,5774,,0.518576979637146,0.5193881988525391
77,5799,0.44686025381088257,,
77,5849,0.26564738154411316,,
77,5849,,0.5186034440994263,0.5193886756896973
78,5899,0.29679107666015625,,
78,5924,,0.5186163187026978,0.5193934440612793
79,5949,0.15758416056632996,,
79,5999,0.5565848350524902,,
79,5999,,0.5186769962310791,0.5194417834281921
80,6049,0.5505265593528748,,
80,6074,,0.5186049938201904,0.5193812847137451
81,6099,0.2543201148509979,,
81,6149,0.5858150124549866,,
81,6149,,0.5186998844146729,0.5194553136825562
82,6199,0.28266388177871704,,
82,6224,,0.5187479853630066,0.5194880962371826
83,6249,0.4616606831550598,,
83,6299,0.2693248391151428,,
83,6299,,0.5187432765960693,0.5194745659828186
84,6349,0.5959845781326294,,
84,6374,,0.5187360644340515,0.5194699764251709
85,6399,0.38538098335266113,,
85,6449,0.5308735370635986,,
85,6449,,0.5187391638755798,0.5194706320762634
86,6499,0.2949571907520294,,
86,6524,,0.5187469720840454,0.5194807648658752
87,6549,0.3216097950935364,,
87,6599,0.3833017349243164,,
87,6599,,0.5187759399414062,0.5195040106773376
88,6649,0.3497832715511322,,
88,6674,,0.5187622308731079,0.5194951295852661
89,6699,0.30803629755973816,,
89,6749,0.41841521859169006,,
89,6749,,0.518783688545227,0.5195164084434509
90,6799,0.3766920566558838,,
90,6824,,0.5187729597091675,0.5195065140724182
91,6849,0.7634082436561584,,
91,6899,0.5983412265777588,,
91,6899,,0.5187779068946838,0.5195093750953674
92,6949,0.49540606141090393,,
92,6974,,0.518783688545227,0.5195105075836182
93,6999,0.3713769018650055,,
93,7049,0.5853902101516724,,
93,7049,,0.5187867879867554,0.5195102691650391
94,7099,0.4813200533390045,,
94,7124,,0.5187972187995911,0.519515872001648
95,7149,0.5903803706169128,,
95,7199,0.4376974403858185,,
95,7199,,0.518804132938385,0.5195193290710449
96,7249,0.5477208495140076,,
96,7274,,0.5188095569610596,0.5195236802101135
97,7299,0.4442201852798462,,
97,7349,0.9635345339775085,,
97,7349,,0.518805980682373,0.5195195078849792
98,7399,0.6898725628852844,,
98,7424,,0.5188056826591492,0.5195187330245972
99,7449,0.22225642204284668,,
99,7499,0.5778292417526245,,
99,7499,,0.5188025236129761,0.519516110420227
