epoch,step,train_loss,val_loss,val_mae
39,2999,0.009019032120704651,,
39,2999,,0.002631163690239191,0.038319434970617294
40,3049,0.004832171369343996,,
40,3074,,0.002240458969026804,0.033139560371637344
41,3099,0.005349909886717796,,
41,3149,0.0037817039992660284,,
41,3149,,0.003484313143417239,0.04603073373436928
42,3199,0.008464044891297817,,
42,3224,,0.0029697620775550604,0.040444713085889816
43,3249,0.0038854628801345825,,
43,3299,0.005977718159556389,,
43,3299,,0.0025547777768224478,0.03636300563812256
44,3349,0.004429099150002003,,
44,3374,,0.0024172894190996885,0.03452460840344429
45,3399,0.004519959446042776,,
45,3449,0.0033648216631263494,,
45,3449,,0.002600504318252206,0.03634357824921608
46,3499,0.0028516442980617285,,
46,3524,,0.002925965702161193,0.039848316460847855
47,3549,0.0020485911518335342,,
47,3599,0.0018624849617481232,,
47,3599,,0.002842332236468792,0.039999138563871384
48,3649,0.005143223330378532,,
48,3674,,0.002774702152237296,0.03886142000555992
49,3699,0.005222619511187077,,
49,3749,0.0015594891738146544,,
49,3749,,0.0025359648279845715,0.03642522543668747
50,3799,0.002932268660515547,,
50,3824,,0.002350871916860342,0.03406906872987747
51,3849,0.003912464249879122,,
51,3899,0.0037110040429979563,,
51,3899,,0.0029291801620274782,0.04043446481227875
52,3949,0.005602691788226366,,
52,3974,,0.0028599160723388195,0.039527777582407
53,3999,0.007571112364530563,,
53,4049,0.002295532962307334,,
53,4049,,0.002692645415663719,0.037697672843933105
54,4099,0.0040184324607253075,,
54,4124,,0.0028693468775600195,0.039917223155498505
55,4149,0.004031770396977663,,
55,4199,0.00167697889264673,,
55,4199,,0.002753486158326268,0.03843150660395622
56,4249,0.007317951414734125,,
56,4274,,0.002537136897444725,0.03613756597042084
57,4299,0.001797645934857428,,
57,4349,0.0031650604214519262,,
57,4349,,0.0037495701108127832,0.048046424984931946
58,4399,0.005763850640505552,,
58,4424,,0.0027475792448967695,0.038676030933856964
59,4449,0.007635238580405712,,
59,4499,0.003550566267222166,,
59,4499,,0.002866379451006651,0.039811957627534866
60,4549,0.004404734820127487,,
60,4574,,0.002886868780478835,0.03999090939760208
61,4599,0.007280172314494848,,
61,4649,0.007947214879095554,,
61,4649,,0.0030433195643126965,0.04154902324080467
62,4699,0.002088438719511032,,
62,4724,,0.0030334899201989174,0.041260313242673874
63,4749,0.011762351728975773,,
63,4799,0.0039781429804861546,,
63,4799,,0.0029367171227931976,0.04050853103399277
64,4849,0.001966751180589199,,
64,4874,,0.0027855040971189737,0.03891356661915779
65,4899,0.0035406509414315224,,
65,4949,0.010545826517045498,,
65,4949,,0.002698859665542841,0.03809245675802231
66,4999,0.0025310032069683075,,
66,5024,,0.0029007315170019865,0.04025069251656532
67,5049,0.002501619979739189,,
67,5099,0.005859002936631441,,
67,5099,,0.002762031042948365,0.03876714035868645
68,5149,0.006065087858587503,,
68,5174,,0.0027381982654333115,0.03863028809428215
69,5199,0.005639552604407072,,
69,5249,0.002165810205042362,,
69,5249,,0.002818266861140728,0.03932107239961624
70,5299,0.0037673150654882193,,
70,5324,,0.0028007300570607185,0.03912084922194481
71,5349,0.007265477441251278,,
71,5399,0.003490873146802187,,
71,5399,,0.002793619642034173,0.03909033164381981
72,5449,0.0042852493934333324,,
72,5474,,0.002782813273370266,0.03895900771021843
73,5499,0.006837420631200075,,
73,5549,0.00152225058991462,,
73,5549,,0.0026985122822225094,0.03811931982636452
74,5599,0.0036631403490900993,,
74,5624,,0.00279460777528584,0.03911279886960983
75,5649,0.007351430132985115,,
75,5699,0.006317689549177885,,
75,5699,,0.002846462419256568,0.03972602263092995
76,5749,0.00786286499351263,,
76,5774,,0.002861259039491415,0.03983475640416145
77,5799,0.007102328352630138,,
77,5849,0.001619198126718402,,
77,5849,,0.0028348693158477545,0.03957878798246384
78,5899,0.003894917666912079,,
78,5924,,0.002832828788086772,0.03956800326704979
79,5949,0.008286211639642715,,
79,5999,0.0025657585356384516,,
79,5999,,0.002812154358252883,0.03932191804051399
80,6049,0.005438453052192926,,
80,6074,,0.002907211659476161,0.040285129100084305
81,6099,0.002413052599877119,,
81,6149,0.0027739640790969133,,
81,6149,,0.002813724335283041,0.03931436687707901
82,6199,0.008293943479657173,,
82,6224,,0.0027784286066889763,0.038962461054325104
83,6249,0.002866641618311405,,
83,6299,0.002991287736222148,,
83,6299,,0.0027597444131970406,0.038765233010053635
84,6349,0.005417570471763611,,
84,6374,,0.002753659849986434,0.03869231045246124
85,6399,0.005128779448568821,,
85,6449,0.002529952907934785,,
85,6449,,0.0027804996352642775,0.0389777310192585
86,6499,0.004458329174667597,,
86,6524,,0.002768072532489896,0.038841117173433304
87,6549,0.003934318199753761,,
87,6599,0.003241154598072171,,
87,6599,,0.0027744239196181297,0.0388893187046051
88,6649,0.003924075048416853,,
88,6674,,0.0027795617934316397,0.03894240781664848
89,6699,0.0015192992286756635,,
89,6749,0.010921675711870193,,
89,6749,,0.0028085745871067047,0.039240140467882156
90,6799,0.009847799316048622,,
90,6824,,0.002807588316500187,0.03922632336616516
91,6849,0.005020478740334511,,
91,6899,0.004332724492996931,,
91,6899,,0.00280575267970562,0.03920051082968712
92,6949,0.0033636074513196945,,
92,6974,,0.0028122945223003626,0.039265550673007965
93,6999,0.0072152698412537575,,
93,7049,0.005173975136131048,,
93,7049,,0.0028210890013724566,0.03935355693101883
94,7099,0.0019230176694691181,,
94,7124,,0.002818979788571596,0.03932977095246315
95,7149,0.008335433900356293,,
95,7199,0.0034810288343578577,,
95,7199,,0.0028211819007992744,0.03935379907488823
96,7249,0.0028783781453967094,,
96,7274,,0.0028133143205195665,0.03927071765065193
97,7299,0.0033995667472481728,,
97,7349,0.002344912849366665,,
97,7349,,0.002824717201292515,0.039383966475725174
98,7399,0.003879189258441329,,
98,7424,,0.002825910924002528,0.039392732083797455
99,7449,0.00650345953181386,,
99,7499,0.0038364515639841557,,
99,7499,,0.0028203283436596394,0.03933501988649368
