epoch,step,train_loss,val_loss,val_mae
0,49,0.012688586488366127,,
0,74,,0.008211889304220676,0.0684284120798111
1,99,0.008368042297661304,,
1,149,0.003297237679362297,,
1,149,,0.004863530397415161,0.05833888798952103
2,199,0.003257701639086008,,
2,224,,0.003040159586817026,0.04041534662246704
3,249,0.016106367111206055,,
3,299,0.02263607084751129,,
3,299,,0.005183726083487272,0.060612116008996964
4,349,0.008147104643285275,,
4,374,,0.0030154401902109385,0.041874904185533524
5,399,0.003378796624019742,,
5,449,0.003852573223412037,,
5,449,,0.013424585573375225,0.10461536049842834
6,499,0.003927345387637615,,
6,524,,0.002325099427253008,0.0360485315322876
7,549,0.009194829501211643,,
7,599,0.0034267038572579622,,
7,599,,0.004263937473297119,0.05330613628029823
8,649,0.018111005425453186,,
8,674,,0.0027147959917783737,0.03835491091012955
9,699,0.006885140668600798,,
9,749,0.00703444192185998,,
9,749,,0.002432040171697736,0.03689492866396904
10,799,0.004113045986741781,,
10,824,,0.00246451492421329,0.03576303645968437
11,849,0.00369549123570323,,
11,899,0.008354096673429012,,
11,899,,0.004053376615047455,0.04883208125829697
12,949,0.007336668204516172,,
12,974,,0.009454713203012943,0.08477748930454254
13,999,0.004003432113677263,,
13,1049,0.009602908976376057,,
13,1049,,0.003104650881141424,0.0413583442568779
14,1099,0.008645092137157917,,
14,1124,,0.002615685574710369,0.038542862981557846
15,1149,0.006211136933416128,,
15,1199,0.007383469957858324,,
15,1199,,0.005104372277855873,0.056906186044216156
16,1249,0.0067337797954678535,,
16,1274,,0.003018098184838891,0.04077970236539841
17,1299,0.02050250954926014,,
17,1349,0.004636639729142189,,
17,1349,,0.0024128470104187727,0.03628247231245041
18,1399,0.003374895080924034,,
18,1424,,0.0023932475596666336,0.03440816327929497
19,1449,0.006435193121433258,,
19,1499,0.0039022082928568125,,
19,1499,,0.005372177809476852,0.06061233580112457
20,1549,0.0033121565356850624,,
20,1574,,0.0028832315001636744,0.04006137698888779
21,1599,0.0042033628560602665,,
21,1649,0.0038987332955002785,,
21,1649,,0.0026938181836158037,0.037645235657691956
22,1699,0.002742026001214981,,
22,1724,,0.002510527614504099,0.03709137439727783
23,1749,0.010156037285923958,,
23,1799,0.002346397377550602,,
23,1799,,0.0022256479132920504,0.03309316188097
24,1849,0.003203599713742733,,
24,1874,,0.0025999178178608418,0.03821204602718353
25,1899,0.006014592479914427,,
25,1949,0.0130406953394413,,
25,1949,,0.0044379159808158875,0.053726959973573685
26,1999,0.006238915026187897,,
26,2024,,0.004683628212660551,0.05599344149231911
27,2049,0.005917038302868605,,
27,2099,0.005803651642054319,,
27,2099,,0.0021038781851530075,0.032115112990140915
28,2149,0.004381663165986538,,
28,2174,,0.0028826750349253416,0.040305256843566895
29,2199,0.002853918354958296,,
29,2249,0.005356452893465757,,
29,2249,,0.0021933456882834435,0.03300340846180916
30,2299,0.006112411618232727,,
30,2324,,0.004971314687281847,0.05468561500310898
31,2349,0.0014395035104826093,,
31,2399,0.005892389919608831,,
31,2399,,0.006003435235470533,0.0645943209528923
32,2449,0.007007444277405739,,
32,2474,,0.002202738309279084,0.03225911408662796
33,2499,0.0019399102311581373,,
33,2549,0.00874935183674097,,
33,2549,,0.008985204622149467,0.08365626633167267
34,2599,0.008220287039875984,,
34,2624,,0.0025068065151572227,0.036119163036346436
35,2649,0.01156427338719368,,
35,2699,0.003240417456254363,,
35,2699,,0.0023767000529915094,0.03470330312848091
36,2749,0.009036742150783539,,
36,2774,,0.0031982287764549255,0.04351259022951126
37,2799,0.005833764094859362,,
37,2849,0.003355529624968767,,
37,2849,,0.0027781962417066097,0.03833654895424843
38,2899,0.0030876167584210634,,
38,2924,,0.0032972798217087984,0.0440673753619194
39,2949,0.006403249688446522,,
